author,comment
@kohnfutner9637,"The Helen Lewis interview is on YouTube autoplay.  That is why it continues &quot;raking up the views&quot;.  It used to constantly come on after the video I wanted to see.  Most &quot;views&quot; probably aren&#39;t being viewed, it&#39;s just playing.  Lewis Howes is another one YouTube likes to auto-hump me with."
@JoAnnChamness-xf8lq,Thank you Friend 🫠💫❤️🇺🇸✨🕯️💫
@kathleenschwan2721,Only two words about Dr Peterson &quot;Absolutely Incredible&quot; ty so very much I learned so much from you and I&#39;m so very grateful❤
@ChrisUlrich,"Jordan Peterson sucks<br><br>How he got famous is beyond me<br><br>Then again, a r a p i s t was just voted into the white house"
@zackerygarland15,"<a href=""https://www.youtube.com/watch?v=WEP5ubPMGDU&amp;t=28"">0:28</a> why tf does youtube only put your videos on when i skip a video with my headphones. And it aint like it gives me a random video its the same fkn one over and over again<br>Now i gotta go back to my fkn playlist. <a href=""https://www.youtube.com/watch?v=WEP5ubPMGDU&amp;t=81"">1:21</a>"
@WeiWei-r2l,fear of god is beginning of wisdom. not cynicism
@rdekemper,Very good discussion….👍😅
@Lolita_the_bird,Thanks!
@pch1147,What an excellently informed and knowledgeable person Jordan Peterson is.  Brilliant to listen to and to learn from.
@cxa011500,"I love JP, but I&#39;m not convinced about the marriage thing. Some of the greatest philosophers in history weren&#39;t married, including Friedrich Nietzsche, Arthur Schopenhauer, Immanuel Kant, Søren Kierkegaard, Ludwig Wittgenstein, Baruch Spinoza, Thomas Hobbes, John Locke, David Hume, and Plato. Of course there are nuns, monks and various religious roles that call for people to be unmarried also. And if you believe the story of the Bible, then Jesus was never married either."
@associatealpha1166,An entire political spectrum ( &lt;—— ) hates truth accountability logic and facts - to them its feelings &amp; emotions and that’s part of the reason why everything is messed up nowadays.
@albert.a_j7711,"His absolutely correct, don’t forget God first <br><br>37 Jesus said to him, “‘You shall love the Lord your God with all your heart, with all your soul, and with all your mind.’ (‭‭‭Matthew‬ ‭22‬‬:‭37‬ ‭NKJV‬‬) 🙏 AMEN"
@sssssnake222,"Call them what they really are, liberal supremacists."
@mcdonaldtimothy1998,Had me all the way up until he brought up Tate. 👎🏽
@SkyAl-q2y,I just wish he stop cutting him
@SaraAllen-ui5wz,I am hearing exemplary use of language <br>Aspergers???????<br><br>A mother of 2 young adults<br>(the 3 of us are diagnosed with Aspergers Syndrome) also mother to 2  teenagers ( who do not have a diagnosis of Aspergers syndrome) <br>Incredible information <br>Thankyou
@fimentscmmentsfimints,Jordan Pepe son.
@jeanne2b2b22,One of my experiences I&#39;d like to share as they documentary. WHERE TO INVADE NEXT. Don&#39;t be fooled by the title. Its an expose (using comedy) on what other countries public policies that actually effective improving the quality of life. It gave me hope in mankind all over his planet. You can see it free thru your library streaming services or loan it from your library on blue ray or DVD.
@ShaunBest,&quot;Religion can give you a philosophical experience but philosophy does not bring a religious experience.&quot; - Shaun R. Best
@WillDanceAlone2U,Stop wasting your life and time with Jordan Peterson.
@jkt1622,Hot for Peterson. 🔥
@FloopyNupers,"<a href=""https://www.youtube.com/watch?v=WEP5ubPMGDU&amp;t=1172"">19:32</a>"
@grizzlynad,Bla bla bla
@s.donaldson1328,I was watching intently until he mentioned Joe Rogan and at that point I couldn&#39;t stop laughing. Joe&#39;s like watching a stoned highschool running back navigate through society&#39;s conspiracies and problems.<br>I mean Joe&#39;s topics are okay it&#39;s just his reaction that always makes me laugh.<br>Jordan seems to never be silly.
@Judasya,"<a href=""https://www.youtube.com/watch?v=WEP5ubPMGDU&amp;t=2940"">49:00</a>"
@spencersherard127,Good stuff!
@waynedhouse4103,Is he out of the K hole yet?
@lovingtt5695,Thanks!
@cris_moves,This guy just talks in circles....
@erikgraskagg9234,"A lot of Petersons friends like Ben Shapiro, Sam Harris, Kisin and Douglas Murray are all part of the woke right which is not as crazy as the woke left but still fake. Show me your friends and I will tell you who you are. Jordans time is over. He will in a few years be forgotten exactly as his Israel first friends. They are all part of the first &quot;anti-woke&quot; wave. The public today is much more aware and dont tolerate fakeness compared to a few years ago. Time for the second wave..."
@candace779,The Podcaster cut to a commercial when Dr. Peterson was saying something very profound which of course is what Dr. Peterson does but then after the commercial about meat he didn’t even come back and let him finish his though but redirected the conversation elsewhere.. I was very disappointed in that.
@MomzLuv,"You can&#39;t blindly believe. You must study because i&#39;ve noticed everything i read John, it resonates with me differently each time"
@MomzLuv,This is what i see i am who I am.Ridiculous I am silly. I have become this person because of years of being told so many thing. I want peace
@MomzLuv,"He tells me that.<br>I&#39;m a cruel bad mom.Because I recommend my kids all the time , ah"
@MomzLuv,Im not used to communicating online I love people . Maybe this isthe reason for all this
@MomzLuv,I&#39;m kind of becoming bored because I don&#39;t know what else say im really different than my siblings. I truly only need my needswanna not important to me.
@MomzLuv,I have no funds. And if i can spend more time with god and gain his wisdom.
@MomzLuv,Im looking to teach Chinese
@MomzLuv,I wanted the divorce paper because i don&#39;t want to have anything lingerso he can move on and i can move on
@MomzLuv,He has no idea I broke up.<br>For his sake because. Tired of being his mom and his mom&#39;s mom
@MomzLuv,I swear on this.I really just wish he can just be a decent person to me.I don&#39;t know why he&#39;s so hateful to me.I mean I know why but he needs to let go
@MomzLuv,Maybe.<br>I&#39;m the reason I always thought that I I&#39;m always get into these.Separate relationships.It&#39;s to teach them how to be better.Then find a more suitable
@MomzLuv,"To be completely honest, I have too many things that are unnecessary. I am working on selling all these things."
@MomzLuv,I started fishing. My family is wealthy i&#39;m poor. I work for everything I have
@MomzLuv,I have been with this man for a very long time.I&#39;ve never seen this big to the point where skin is too tight.I am so worried about his heart I know his heart.I know how it works when
@MomzLuv,So the dream is not just that the dream was much longer.And I still see it very vividly this was.<br>Possibly the beginning last year
@MomzLuv,I got an injection 2 days ago and I know every single movement hurts like hell. I love him but I also don&#39;t want to die by all the stress.
@MomzLuv,She came in knowing about us. He&#39;s not interested in me telling him what he does is not the right thing to do. He smiles at me yesterday and said we&#39;re not married. I said help me pay for the premium on LinkedIn. How to say yes and then I&#39;ll say no
@MomzLuv,"I didn&#39;t like the rudeness and snap attitude or teenager gave him so I explained to her that it&#39;s not okay no matter what and how much I like it dislike him. . My girls knows the type of young lady that want them to be. I tell them if they forget/lost, ask themselves what would Jesus do"
@MomzLuv,"I was raised Buddhist all my life. I only converted to Christianity last year. I&#39;ve been diagnosed july5 2020. My friend downloaded the holy Bible app I fell asleep, I had a dream and everything changed"
@MomzLuv,I&#39;m straightforward I don&#39;t have any filter it what goes in my mind comes out of my mouth. But you don&#39;t ever have to worry about whether or not I have anything concocted in my brain because I can&#39;t remember anything.
@MomzLuv,"I&#39;ve been in and out of the hospital, treatment, surgery, and 3 kids and extra curricular activity. 😊"
@MomzLuv,Due to the fear of having them stolen andtaken away
@MomzLuv,To show respect
@MomzLuv,I think she&#39;s been sick. There&#39;s no quesrions regarding GOD. HE&#39;S THE ONLY one i can count on
@MomzLuv,It&#39;s scary to do anything with the background of sabotage
@MaiKai_Makena_Property_Advisor,Jordan Peterson is a very BRILLIANT MAN. His mind is so powerful ❤
@Thunder-6-Actual,"College is an education and an experience, not necessarily job prep, although it&#39;s that too but often indirectly."
@sibusisofaya7874,I love Dr Jordan Peterson outside of politics
@NigerianxPrince,This is an intellectual podcast…:: listen to things like this and you risk being smart
@RCGWho,Chris and 10 million people potentially heard the Gospel/meaning of life.
@RCGWho,"<a href=""https://www.youtube.com/watch?v=WEP5ubPMGDU&amp;t=6660"">1:51:00</a> &quot;The political is NEVER the pinnacle.&quot; -JP<br>(Do not waste all your life, time, and energy on politics. Pray about the madness and let it go and tuen your attention to Christ and eternal things.)"
@RCGWho,"<a href=""https://www.youtube.com/watch?v=WEP5ubPMGDU&amp;t=6360"">1:46:00</a> Hashing out issues NOW right to the bottom of the issue in marriage. Excellent advice. Face it so you won&#39;t be dealing with it for decades."
@RCGWho,"<a href=""https://www.youtube.com/watch?v=WEP5ubPMGDU&amp;t=5040"">1:24:00</a> JP says therapists are secular,  liberal, Protestants. No, they&#39;re not Protestant.  They&#39;re secular humanist. They&#39;re largely atheists. This isn&#39;t a Catholic vs Protestant issue."
@treycarlisle3588,Duuude. Thank you for this
@yeahnatya,I understand an enemy as someone who wants to harm or hurt you - not the same thing as a critic
